UID,day,session,position,paper_presentation,long_presentation,title,abstract,primary_author,authors_and_affil,authors,primary_subject,secondary_subject,SpecialTrack,abstract_short,StudentAuthor,StudentAuthor.1,AwardNominee,pdf_name,pdf_path,video,poster_pdf,thumbnail,slides_pdf,channel_url,slack_channel
225,3,6,12,Virtually,False,Music Separation Enhancement with Generative Modeling,"Despite phenomenal progress in recent years, state-of-the-art music separation systems produce source estimates with significant perceptual shortcomings, such as adding extraneous noise or removing harmonics. We propose a post-processing model (the Make it Sound Good (MSG) post-processor) to enhance the output of music source separation systems. We apply our post-processing model to state-of-the-art waveform-based and spectrogram-based music source separators, including a separator unseen by MSG during training. Our analysis of the errors produced by source separators shows that waveform models tend to introduce more high-frequency noise, while spectrogram models tend to lose transients and high frequency content. We introduce objective measures to quantify both kinds of errors and show MSG improves the source reconstruction of both kinds of errors. Crowdsourced subjective evaluations demonstrate that human listeners prefer source estimates of bass and drums that have been post-processed by MSG.",Noah Schaffer,"Noah Schaffer (Interactive Audio Lab, Northwestern University, Evanston IL, USA)*; Boaz Cogan (Interactive Audio Lab, Northwestern University, Evanston IL, USA); Ethan Manilow (Interactive Audio Lab, Northwestern University, Evanston IL, USA); Max Morrison (Interactive Audio Lab, Northwestern University, Evanston IL, USA); Prem Seetharaman (Descript, Inc); Bryan Pardo (Interactive Audio Lab, Northwestern University, Evanston IL, USA)","Schaffer, Noah*; Cogan, Boaz; Manilow, Ethan; Morrison, Max; Seetharaman, Prem; Pardo, Bryan",MIR tasks -> sound source separation,"Evaluation, datasets, and reproducibility -> evaluation methodology; Evaluation, datasets, and reproducibility -> MIR tasks; MIR tasks -> music generation; MIR tasks -> music synthesis and transformation",No,Analyzing issues with source separation systems and proposing a post-processor to fix those issues,Yes,Yes,No,000093.pdf,https://archives.ismir.net/ismir2022/paper/000093.pdf,https://drive.google.com/open?id=1ePaU2wBytZx_pqJb8uouxlJS9BRk9LLO,https://drive.google.com/open?id=10uCuqwwsDUCyYSMBhXU_VJlzouwMmuIn,https://drive.google.com/open?id=19Weiy20EdE8xvO9KfWOHvJ-fB5VlQzxw,,https://slack.com/app_redirect?channel=C04CKB9JE2E,p6-13-schaffer
211,3,6,13,"In-person, in Bengaluru",False,SampleMatch: Drum Sample Retrieval by Musical Context,"Modern digital music production typically involves combining numerous acoustic elements to compile a piece of music. Important types of such elements are drum samples, which determine the characteristics of the percussive components of the piece. Artists must use their aesthetic judgement to assess whether a given drum sample fits the current musical context. However, selecting drum samples from a potentially large library is tedious and may interrupt the creative flow. In this work, we explore the automatic drum sample retrieval based on aesthetic principles learned from data. As a result, artists can rank the samples in their library by fit to some musical context at different stages of the production process (i.e., by fit to incomplete song mixtures). To this end, we use contrastive learning to maximize the score of drum samples originating from the same song as the mixture. We conduct a listening test to determine whether the human ratings match the automatic scoring function. We also perform objective quantitative analyses to evaluate the efficacy of our approach.",Stefan Lattner,"Stefan Lattner (Sony Computer Science Laboratories, Paris, France)*","Lattner, Stefan*",MIR tasks -> indexing and querying,"Applications -> performance, and production; Domain knowledge -> machine learning/artificial intelligence for music; MIR fundamentals and methodology -> music signal processing; MIR tasks -> similarity metrics; Musical features and properties -> timbre, instrumentation, and singing voice",No,Contrastive learning is used for automatic conditional drum sample selection in music production.,No,No,No,000094.pdf,https://archives.ismir.net/ismir2022/paper/000094.pdf,https://drive.google.com/open?id=1v8NaHzFdP4gTEFX6ElPx52-Byh-x87BW,https://drive.google.com/open?id=1Ljv0GV74Jpg-ELBpO--bIfc4py3qCh0E,https://drive.google.com/open?id=1L7h56UFGymGdMdZd6tHjL_0n6aRO3ltF,https://docs.google.com/presentation/d/1o89Z9XIr83eNjI9HHV5JqYLTcnUSNoii0VeKeJfZgpA/edit?usp=sharing,https://slack.com/app_redirect?channel=C04C4QQG07R,p6-14-lattner
134,3,6,14,"In-person, in Bengaluru",False,"A Transformer-Based ""Spellchecker"" for Detecting Errors in OMR Output","The outputs of Optical Music Recognition (OMR) systems require time-consuming human correction. Given that most of the errors induced by OMR processes appear ""non-musical"" to humans, we propose that the time to correct errors may be reduced by marking all symbols on a score that are musically unlikely, allowing the human to focus their attention accordingly. Using a dataset of Romantic string quartets, we train a variant of the Transformer network architecture on the task of classifying each symbol of an optically-recognized musical piece in symbolic format as correct or erroneous, based on whether a manual correction of the piece would require an insertion, deletion, or replacement of a symbol at that location. Since we have a limited amount of data with real OMR errors, we employ extensive data augmentation to add errors into training data in a way that mimics how OMR would modify the score. Our best-performing models achieve 99% recall and 50% precision on this error-detection task.",Timothy de Reuse,"Timothy de Reuse (Centre for Interdisciplinary Research in Music Media and Technology, McGill University)*; Ichiro Fujinaga (Centre for Interdisciplinary Research in Music Media and Technology, McGill University)","de Reuse, Timothy*; Fujinaga, Ichiro",MIR tasks -> optical music recognition,Applications -> music retrieval systems; Domain knowledge -> machine learning/artificial intelligence for music; Domain knowledge -> representations of music; MIR fundamentals and methodology -> symbolic music processing,No,"Optical Music Recognition requires human correction; we train a machine-learning model to highlight things in a score that look musically ""wrong,"" so that the human can spend more time correcting those things and less time checking parts of a score that are already correct.",Yes,Yes,No,000095.pdf,https://archives.ismir.net/ismir2022/paper/000095.pdf,https://drive.google.com/open?id=1iOUbYiJZQgZeDPZfF72fr_Lhykj7WhNQ,https://drive.google.com/open?id=1BHbdECdT3ATAqOPD9BkQE6-8YJcc8aLu,https://drive.google.com/open?id=1QFjVEhTbOEl5Y4T9OOw4-X4R1ikWhZ6O,https://drive.google.com/open?id=1DvddSprUCi39K_LQ6F5kCPrC5HupuUF-,https://slack.com/app_redirect?channel=C04CMQV3Y76,p6-15-reuse
281,3,6,15,"In-person, in Bengaluru",False,"""More than words"": Linking Music Preferences and Moral Values through Lyrics","This study explores the association between music preferences and moral values by applying text analysis techniques to lyrics. Harvesting data from a Facebook-hosted application, we align psychometric scores of 1,386 users to lyrics from the top 5 songs of their preferred music artists as emerged from Facebook Page Likes. We extract a set of lyrical features related to each song’s overarching narrative, moral valence, sentiment, and emotion. A machine learning framework was designed to exploit regression ap- proaches and evaluate the predictive power of lyrical features for inferring moral values. Results suggest that lyrics from top songs of artists people like inform their morality. Virtues of hierarchy and tradition achieve higher prediction scores (.20 ≤ r ≤ .30) than values of empathy and equality (.08 ≤ r ≤ .11), while basic demographic variables only account for a small part in the models’ explainability. This shows the importance of music listening behaviours, as assessed via lyrical preferences, alone in capturing moral values. We discuss the technological and musicological implications and possible future improvements.",Vjosa Preniqi,"Vjosa Preniqi (Centre for Digital Music, Queen Mary University of London, London UK)*; Kyriaki Kalimeri (ISI Foundation, Turin, Italy); Charalampos Saitis (Centre for Digital Music, Queen Mary University of London, London UK)","Preniqi, Vjosa*; Kalimeri, Kyriaki; Saitis, Charalampos",Human-centered MIR,Applications -> music recommendation and playlist generation; Human-centered MIR -> personalization; Human-centered MIR -> user behavior analysis and mining; Human-centered MIR -> user modeling; MIR fundamentals and methodology -> lyrics and other textual data,No,Peoples‚Äô worldviews and moral values are reflected in their music preferences as modelled through lyrics.,Yes,Yes,No,000096.pdf,https://archives.ismir.net/ismir2022/paper/000096.pdf,https://drive.google.com/open?id=1MMI5RbZdgjhQOavn7Slxzysb2RQ_Tza1,https://drive.google.com/open?id=1anqS2_P7AJ8Ft9JvpfWblzDDsGNmeF4T,https://drive.google.com/open?id=1IjadVnjYR-DHiQV8XFQ7aAAJOCNFHwjS,https://drive.google.com/open?id=1tnSL4_DzkqzizNKNXHMwV_cwU1sCPO6K,https://slack.com/app_redirect?channel=C04CMQWA9M2,p6-16-preniqi
156,4,7,0,Virtually,False,A unified model for zero-shot singing voice conversion and synthesis,"Recent advances in deep learning not only facilitate the implementation of zero-shot singing voice synthesis (SVS) and singing voice conversion (SVC) tasks but also provide the opportunity to unify these two tasks into one generalized model. In this paper, we propose such a model that generate the singing voice of any target singer from any source singing content in either text or audio format. The model incorporates self-supervised joint training of the phonetic encoder and the acoustic encoder, with an audio-to-phoneme alignment process in each training step, such that these encoders map the audio and text data respectively into a shared, temporally aligned, and singer agnostic latent space. The target singer’s latent representations encoded at different granularity levels are all trained to match the source latent representations sequentially with the attention mechanisms in the decoding stage. This enables the model to generate unseen target singer’s voice with fine-grained resolution from either text or audio sources. Both objective and subjective experiments confirmed that the proposed model is competitive with the state-of-the-art SVC and SVS methods.",Li Su,"Jui-Te Wu (NTU-AS Data Science Degree Program, National Taiwan University, Taiwan); Jun-You Wang (Department of Computer Science and Information Engineering, National Taiwan University, Taiwan); Jyh-Shing Roger Jang (NTU-AS Data Science Degree Program, National Taiwan University, Taiwan, Department of Computer Science and Information Engineering, National Taiwan University, Taiwan); Li Su (NTU-AS Data Science Degree Program, National Taiwan University, Taiwan, Institute of Information Science, Academia Sinica, Taiwan)*","Wu, Jui-Te; Wang, Jun-You; Jang, Jyh-Shing Roger; Su, Li*",MIR tasks -> music synthesis and transformation,"MIR tasks -> music generation; Musical features and properties -> timbre, instrumentation, and singing voice",No,We propose a unified model that combines the singing voice conversion and singing voice synthesis together.,Yes,No,No,000097.pdf,https://archives.ismir.net/ismir2022/paper/000097.pdf,https://drive.google.com/open?id=1sDYV4eSrxppXdXHjsHriKtQ7hSQTcNcY,https://drive.google.com/open?id=1BL5gPSod8aX-uNeCwpZfPT92T6_EfxGp,https://drive.google.com/open?id=1aQqBJoPXKXWcyTLnThakkirPRCfUIW6O,https://drive.google.com/open?id=1AqY3RHVKv0P8PLe9bYHogobZKGap7MbM,https://slack.com/app_redirect?channel=C04CGCV0NSZ,p7-01-su
168,4,7,1,Virtually,False,Semantic Control of Generative Musical Attributes,"Deep generative neural networks have been successful in tasks such as composing novel music and rendering expressive performance. Controllability is essential for building creative tools from such models. Recent work in this area has focused on disentangled latent space representations, but this is only part of the solution. Efficient control of semantic attributes must handle non-linearities and holes that occur in latent spaces, whilst minimising unwanted changes to other attributes. This paper introduces SeNT-Gen, a neural traversal algorithm that uses a secondary neural network to model the complex relationships between latent codes and musical attributes. This enables precise editing of semantic attributes that adapts to context. We demonstrate the method using the dMelodies dataset, and show strong performance for several VAE models.",Stewart Greenhill,"Stewart Greenhill (Applied Artificial Intelligence Institute, Deakin University, Australia)*; Majid Abdolshah (Applied Artificial Intelligence Institute, Deakin University, Australia); Vuong Le (Applied Artificial Intelligence Institute, Deakin University, Australia); Sunil Gupta (Applied Artificial Intelligence Institute, Deakin University, Australia); Svetha Venkatesh (Applied Artificial Intelligence Institute, Deakin University, Australia)","Greenhill, Stewart*; Abdolshah, Majid; Le, Vuong; Gupta, Sunil; Venkatesh, Svetha",Domain knowledge -> machine learning/artificial intelligence for music,Human-centered MIR -> human-computer interaction; MIR fundamentals and methodology -> symbolic music processing; MIR tasks -> music generation,No,"Generative AI can show astounding creativity, but to be useful to musicians we need to provide appropriate interactive control over the process, using methods like those introduced in this paper.",No,Yes,No,000098.pdf,https://archives.ismir.net/ismir2022/paper/000098.pdf,https://drive.google.com/open?id=1g0hfLPDSrY5tHMNUzKEJMMKjWwwlYTvo,https://drive.google.com/open?id=1VE7uZf3V3GZZ-noD7BPZwcjn1AZuO7bt,https://drive.google.com/open?id=1i7t5YjaI3T3odMJxnVerf1qYCD8AWxpN,,https://slack.com/app_redirect?channel=C04CY0N0YL9,p7-02-greenhill
243,4,7,2,"In-person, in Bengaluru",False,Music Representation Learning Based on Editorial Metadata from Discogs,"This paper revisits the idea of music representation learning supervised by editorial metadata, contributing to the state of the art in two ways. First, we exploit the public editorial metadata available on Discogs, an extensive community-maintained music database containing information about artists, releases, and record labels. Second, we use a contrastive learning setup based on COLA, different from previous systems based on triplet loss. We train models targeting several associations derived from the metadata and experiment with stacked combinations of learned representations, evaluating them on standard music classification tasks. Additionally, we consider learning all the associations jointly in a multi-task setup. We show that it is possible to improve the performance of current self-supervised models by using inexpensive metadata commonly available in music collections, producing representations comparable to those learned on classification setups. We find that the resulting representations based on editorial metadata outperform a system trained with music style tags available in the same large-scale dataset, which motivates further research using this type of supervision. Additionally, we give insights on how to preprocess Discogs metadata to build training objectives and provide public pre-trained models.",Pablo Alonso-Jiménez,"Pablo Alonso-Jiménez (Music Technology Group, Universitat Pompeu Fabra)*; Xavier Serra (Music Technology Group, Universitat Pompeu Fabra); Dmitry Bogdanov (Music Technology Group, Universitat Pompeu Fabra)","Alonso-Jiménez, Pablo*; Serra, Xavier; Bogdanov, Dmitry",Musical features and properties -> representations of music,"MIR fundamentals and methodology -> metadata, tags, linked data, and semantic web; MIR tasks -> automatic classification; MIR tasks -> similarity metrics; Musical features and properties -> musical affect, emotion and mood; Musical features and properties -> musical style and genre",No,We use editorial metadata from Discogs to generate similarity targets and train contrastive learning models that show very competitive performance in different music classification tasks.,Yes,No,No,000099.pdf,https://archives.ismir.net/ismir2022/paper/000099.pdf,https://drive.google.com/open?id=1nEt3Z7jRysFimuJRPF0NZmeMY6qlXXWs,https://drive.google.com/open?id=1Q-OGckt9Dzd2R9cSzved_8uRG0xA0lZ3,https://drive.google.com/open?id=12uQCBAM3xQi9miVwq6GsAa2bossFb2cK,https://docs.google.com/presentation/d/1rrsO7pFRSVnQK1m6VSzSESkE395DKDLla5H6v9_RxR8/edit?usp=sharing,https://slack.com/app_redirect?channel=C04CGCVKU69,p7-03-alonso-jiménez
59,4,7,3,Virtually,False,Melody Infilling with User-Provided Structural Context,"This paper proposes a novel Transformer-based model for music score infilling, to generate a music passage that fills in the gap between given past and future contexts. While existing infilling approaches can generate a passage that connects smoothly locally with the given contexts, they do not take into account the musical form or structure of the music and may therefore generate overly smooth results. To address this issue, we propose a structure-aware conditioning approach that employs a novel attention-selecting module to supply user-provided structure-related information to the Transformer for infilling. With both objective and subjective evaluations, we show that the proposed model can harness the structural information effectively and generate melodies in the style of pop of higher quality than the two existing structure-agnostic infilling models.",Chih-Pin Tan,"Chih-Pin Tan (National Cheng Kung University, Academia Sinica)*; Alvin W Y Su (National Cheng Kung University); Yi-Hsuan Yang (Academia Sinica, Taiwan AI Labs)","Tan, Chih-Pin*; Su, Alvin W Y; Yang, Yi-Hsuan",Applications -> music composition,"Domain knowledge -> machine learning/artificial intelligence for music; MIR fundamentals and methodology -> symbolic music processing; MIR tasks -> music generation; Musical features and properties -> structure, segmentation, and form",No,We show that structure information should be incorporated when performing symbolic-domain music score infilling/inpainting.,No,Yes,No,000100.pdf,https://archives.ismir.net/ismir2022/paper/000100.pdf,https://drive.google.com/open?id=1zdgG8FxH4w_tnBdKcxbIU2EOC2XqdRKR,https://drive.google.com/open?id=1QirWM-r5jIpZG40qeOcsAuOZsgtokM9S,https://drive.google.com/open?id=1917A7wfbJZPRKUrzRzKE3yn-yoxMhKRm,,https://slack.com/app_redirect?channel=C04CGCTVCP7,p7-04-tan
7,4,7,4,"In-person, in Bengaluru",False,Robust Melody Track Identification in Symbolic Music,"Melody tracks are worthy of special attention in the field of symbolic music information retrieval (MIR) because they contribute more towards music perception than many other musical components. However, many existing symbolic MIR systems neglect melody track identification (MTI) and are thus less effective. Existing MTI methods are also not robust and perform poorly on MIDI files representing music of unusual genres, arrangements, or formats. To address this problem, we propose a CNN-Transformer-based MTI model designed to robustly identify a single melody track for a given MIDI file. As this process can take a sizable amount of time for long songs, we also use a sparse Transformer to speed up attention computation. Our experiments show that our proposed model outperforms state-of-the-art (SOTA) algorithms in accuracy and can also benefit downstream MIR tasks.",Ye Wang,Xichu Ma (National University of Singapore); Xiao Liu (National University of Singapore); Bowen Zhang (National University of Singapore); Ye Wang (National University of Singapore)*,"Ma, Xichu; Liu, Xiao; Zhang, Bowen; Wang, Ye*",MIR fundamentals and methodology -> symbolic music processing,"Domain knowledge -> cognitive MIR; Domain knowledge -> machine learning/artificial intelligence for music; Evaluation, datasets, and reproducibility -> novel datasets and use cases; MIR tasks -> music transcription and annotation; Musical features and properties -> melody and motives",No,"An accurate, efficient, and robust melody track identification model for symbolic music.",Yes,Yes,No,000101.pdf,https://archives.ismir.net/ismir2022/paper/000101.pdf,https://drive.google.com/open?id=1_FbTmND6no8vptyIFsC9rjI6deCjxDTp,https://drive.google.com/open?id=1k_xWVpieuYbnYrqcKtBMJnsyr4DcU7qr,https://drive.google.com/open?id=1ruzDpJPC5nQGbRYWyvqYmQQa9Kz4r-X8,,https://slack.com/app_redirect?channel=C04CGCTJME1,p7-05-wang
12,4,7,5,Virtually,False,Tracking the Evolution of a Band's Live Performances over Decades,"Evolutionary studies have become a dominant thread in the analysis of large audio collections. Such corpora usually consist of musical pieces by various composers or bands and the studies usually focus on identifying general historical trends in harmonic content or music production techniques. In this paper we present a comparable study that examines the music of a single band whose publicly available live recordings span three decades. We first discuss the opportunities and challenges faced when working with single-artist and live-music datasets and introduce solutions for audio feature validation and outlier detection. We then investigate how individual songs vary over time and identify general performance trends using a new approach based on relative feature values, which improves accuracy for features with a large variance. Finally, we validate our findings by juxtaposing them with descriptions posted in online forums by experienced listeners of the band's large following.",Florian Thalmann,"Florian Thalmann (Graduate School of Informatics, Kyoto University, Japan)*; Eita Nakamura (Graduate School of Informatics, Kyoto University, Japan); Kazuyoshi Yoshii (Graduate School of Informatics, Kyoto University, Japan)","Thalmann, Florian*; Nakamura, Eita; Yoshii, Kazuyoshi",Domain knowledge -> computational music theory and musicology,"Applications -> digital libraries and archives; Applications -> performance, and production; Evaluation, datasets, and reproducibility -> MIR tasks; Evaluation, datasets, and reproducibility -> novel datasets and use cases",No,We can use evolutionary methods to study the music of a single band.,No,Yes,No,000102.pdf,https://archives.ismir.net/ismir2022/paper/000102.pdf,https://drive.google.com/open?id=1uAL5bgP8TUTwTyMguU2bOLfHMUR7G_hI,https://drive.google.com/open?id=1DhB8xAaKrGiFcr2MtjLFHg34QWcnOAuu,https://drive.google.com/open?id=1r_zMQ2KOCtuHusNoEpiRSdO8ddrcLTTE,,https://slack.com/app_redirect?channel=C04CMQU1H8U,p7-06-thalmann
308,4,7,6,"In-person, in Bengaluru",False,Evaluating Generative Audio Systems and Their Metrics,"Recent years have seen considerable advances in audio synthesis with deep generative models. However, the state-of-the-art is very difficult to quantify; different studies often use different evaluation methodologies and different metrics when reporting results, making a direct comparison to other systems difficult if not impossible. Furthermore, the perceptual relevance and meaning of the reported metrics in most cases unknown, prohibiting any conclusive insights with respect to practical usability and audio quality. This paper presents a study that investigates state-of-the-art approaches side-by-side with (i) a set of previously proposed objective metrics for audio reconstruction, and with (ii) a listening study. The results indicate that currently used objective metrics are insufficient to describe the perceptual quality of current systems.",Ashvala Vinay,"Ashvala Vinay (Center for Music Technology, Georgia Institute of Technology)*; Alexander Lerch (Center for Music Technology, Georgia Institue of Technology)","Vinay, Ashvala*; Lerch, Alexander","Evaluation, datasets, and reproducibility","Evaluation, datasets, and reproducibility -> evaluation methodology; MIR tasks -> music synthesis and transformation",No,Generative audio systems driven by deep learning techniques have paved the way for a new era of sound synthesis. The rapid advancements over the last few years in these techniques have outpaced the development of metrics to evaluate the audio quality of these systems. We evaluate networks on a consistent set of metrics and ran a listening study to validate what the metrics might suggest perceptually and found that the listener ratings do not match the metrics.,Yes,Yes,No,000103.pdf,https://archives.ismir.net/ismir2022/paper/000103.pdf,https://drive.google.com/open?id=1joOvb5Bd7qxAYR2GlteXaKU9pyuXr8KE,https://drive.google.com/open?id=13DiY5H3CC_5P4QrXjT-u-zNktZsntn1m,https://drive.google.com/open?id=1To34pJg900ZjGQis0n6C4a2E7amV3eP7,https://drive.google.com/open?id=1FRdNEbbNOg9LZB57SKZeyb10FV1h0sYa,https://slack.com/app_redirect?channel=C04CKBAAB42,p7-07-vinay
53,4,7,7,Virtually,False,Representation Learning for the Automatic Indexing of Sound Effects Libraries,"Labeling and maintaining a commercial sound effects library is a time-consuming task exacerbated by databases that continually grow in size and undergo taxonomy updates. Moreover, sound search and taxonomy creation are complicated by non-uniform metadata, an unrelenting problem even with the introduction of a new industry standard, the Universal Category System. To address these problems and overcome dataset-dependent limitations that inhibit the successful training of deep learning models, we pursue representation learning to train generalized embeddings that can be used for a wide variety of sound effects libraries and are a taxonomy-agnostic representation of sound. We show that a task-specific but dataset-independent representation can successfully address data issues such as class imbalance, inconsistent class labels, and insufficient dataset size, outperforming established representations such as OpenL3. Detailed experimental results show the impact of metric learning approaches and different cross-dataset training methods on representational effectiveness.",Alison B Ma,"Alison B Ma (Music Informatics Group, Georgia Institute of Technology)*; Alexander Lerch (Music Informatics Group, Georgia Institute of Technology)","Ma, Alison B*; Lerch, Alexander",MIR tasks -> automatic classification,Applications -> music retrieval systems; Domain knowledge -> machine learning/artificial intelligence for music; Domain knowledge -> representations of music; MIR tasks -> indexing and querying; Musical features and properties -> representations of music,No,We introduce a new pre-trained representation for automatic sound effects library classification and show the effectiveness of cross-dataset training over metric learning for this task.,Yes,No,No,000104.pdf,https://archives.ismir.net/ismir2022/paper/000104.pdf,https://drive.google.com/open?id=1EJsKWAm3a3JCiTGhYx1XUokQwjSvViE6,https://drive.google.com/open?id=1L7ZphOctH5PbeJFUlwRlcIxD_by_ELHc,https://drive.google.com/open?id=1SySGsZHnjCCG5fM87XeVEVxC8e24MdFO,,https://slack.com/app_redirect?channel=C04CGCTUN13,p7-08-ma
67,4,7,8,"In-person, in Bengaluru",False,"Concept-Based Techniques for ""Musicologist-Friendly"" Explanations in Deep Music Classifiers","Current approaches for explaining deep learning systems applied to musical data provide results in a low-level feature space, e.g., by highlighting potentially relevant time-frequency bins in a spectrogram or time-pitch bins in a piano roll. This can be difficult to understand, particularly for musicologists without technical knowledge. To address this issue, we focus on more human-friendly explanations based on high-level musical concepts. Our research targets trained systems (post-hoc explanations) and explores two approaches: a supervised one, where the user can define a musical concept and test if it is relevant to the system; and an unsupervised one, where musical excerpts containing relevant concepts are automatically selected and given to the user for interpretation. We demonstrate both techniques on an existing symbolic composer classification system, showcase their potential, and highlight their intrinsic limitations.",Katharina Hoedt,"Francesco Foscarin (Institute of Computational Perception, Johannes Kepler University Linz, Austria); Katharina Hoedt (Institute of Computational Perception, Johannes Kepler University Linz, Austria)*; Verena Praher (Institute of Computational Perception, Johannes Kepler University Linz, Austria); Arthur Flexer (Institute of Computational Perception, Johannes Kepler University Linz, Austria); Gerhard Widmer (Institute of Computational Perception, Johannes Kepler University Linz, Austria, LIT AI Lab, Linz Institute of Technology, Austria)","Foscarin, Francesco; Hoedt, Katharina*; Praher, Verena; Flexer, Arthur; Widmer, Gerhard",Domain knowledge -> computational music theory and musicology,Domain knowledge -> machine learning/artificial intelligence for music; MIR fundamentals and methodology -> symbolic music processing; MIR tasks -> automatic classification; Musical features and properties -> musical style and genre,No,High-level musical concepts can be used to develop human-friendly explanations of a composer classification system.,No,No,No,000105.pdf,https://archives.ismir.net/ismir2022/paper/000105.pdf,https://drive.google.com/open?id=1JQR--TXENiS7hXgS169ktY1NeSnckSiY,https://drive.google.com/open?id=1t-4k-R3PCNSYQaxR1-AGLuss9M7nPnJH,https://drive.google.com/open?id=1Zl2_LH5Qda6dPIte_zJW6_I2XJFx6fMh,https://docs.google.com/presentation/d/1-nGwScKwvkBVEu-rHS2-ZxcvitiKBO7sZkQ5llJUZJQ/edit?usp=sharing,https://slack.com/app_redirect?channel=C04CKB87ESW,p7-09-hoedt
92,4,7,9,Virtually,False,Verse versus Chorus: Structure-aware Feature Extraction for Lyrics-based Genre Recognition,"The aim of lyrics-based genre recognition is to automatically determine the genre of a given song based on its lyrics. Previous approaches for this task have commonly used textual features extracted from the entirety of a song's lyrics, neglecting the inherent structure of lyrics consisting of, for instance, verses and choruses. Therefore, we pose the hypothesis that features extracted from different parts of the lyrics can have significantly different predictive power. To test this hypothesis, we perform a series of experiments to determine whether models trained on features taken from verses and choruses perform differently for genre recognition. Our experiments indeed confirm our hypothesis, showing that generally, using features extracted from verses leads to higher performance than features extracted from choruses. Digging deeper, we found that this is especially true for pop and rap songs. Rock songs show the opposite effect, with features extracted from choruses performing better than those taken from verses.",Maximilian Mayerl,"Maximilian Mayerl (Department of Computer Science, Leopold-Franzens-Universität Innsbruck, Austria)*; Stefan Brandl (Institute of Computational Perception, Johannes Kepler Universität Linz, Austria, Human-centered AI Group, AI Lab, Linz Institute of Technology, Austria); Günther Specht (Department of Computer Science, Leopold-Franzens-Universität Innsbruck, Austria); Markus Schedl (Institute of Computational Perception, Johannes Kepler Universität Linz, Austria, Human-centered AI Group, AI Lab, Linz Institute of Technology, Austria); Eva Zangerle (Department of Computer Science, Leopold-Franzens-Universität Innsbruck, Austria)","Mayerl, Maximilian*; Brandl, Stefan; Specht, Günther; Schedl, Markus; Zangerle, Eva",MIR tasks -> automatic classification,"Domain knowledge -> machine learning/artificial intelligence for music; MIR fundamentals and methodology -> lyrics and other textual data; Musical features and properties -> musical style and genre; Musical features and properties -> structure, segmentation, and form",No,"Features extracted from different structural parts of a song lead to different performance for lyrics-based genre recognition, with features taken from verses performing significantly better for rap and pop, while features extracted from choruses give better performance for rock.",Yes,Yes,No,000106.pdf,https://archives.ismir.net/ismir2022/paper/000106.pdf,https://drive.google.com/open?id=185Rq0MoJFw_uwaQbNknlj8kHgEqnQaa3,https://drive.google.com/open?id=131Jy3tK0QjPWhBP6ujYRX6UeCFx2gSZ-,https://drive.google.com/open?id=1q_GOzN6TfcbPvrh-izQyB-x6osnQekOB,,https://slack.com/app_redirect?channel=C04CCP29X6J,p7-10-mayerl
94,4,7,10,"In-person, in Bengaluru",False,Transfer Learning of wav2vec 2.0 for Automatic Lyric Transcription,"Automatic speech recognition (ASR) has progressed significantly in recent years due to the emergence of large-scale datasets and the self-supervised learning (SSL) paradigm. However, as its counterpart problem in the singing domain, the development of automatic lyric transcription (ALT) suffers from limited data and degraded intelligibility of sung lyrics. To fill in the performance gap between ALT and ASR, we attempt to exploit the similarities between speech and singing. In this work, we propose a transfer-learning-based ALT solution that takes advantage of these similarities by adapting wav2vec 2.0, an SSL ASR model, to the singing domain. We maximize the effectiveness of transfer learning by exploring the influence of different transfer starting points. We further enhance the performance by extending the original CTC model to a hybrid CTC/attention model. Our method surpasses previous approaches by a large margin on various ALT benchmark datasets. Further experiments show that, with even a tiny proportion of training data, our method still achieves competitive performance.",Longshen Ou,"Longshen Ou (School of Computing, National University of Singapore)*; Xiangming Gu (School of Computing, National University of Singapore); Ye Wang (School of Computing, National University of Singapore)","Ou, Longshen*; Gu, Xiangming; Wang, Ye",MIR fundamentals and methodology -> lyrics and other textual data,"Applications -> music retrieval systems; Domain knowledge -> machine learning/artificial intelligence for music; MIR fundamentals and methodology -> web mining, and natural language processing; MIR tasks -> music transcription and annotation; Musical features and properties -> timbre, instrumentation, and singing voice",No,"This work proposes a method to transfer speech representation knowledge to singing domain, achieves state-of-the-art lyric transcription performance on various ALT benchmark datasets, as well as demonstrates the potential of low-resource lyric transcription.",Yes,No,No,000107.pdf,https://archives.ismir.net/ismir2022/paper/000107.pdf,https://drive.google.com/open?id=1J02o1LVVDJPfS9xwjtyrktHLDnvdyqWx,https://drive.google.com/open?id=1tDh_pupJdv1rGg5ImIf7nWHJs4sh4FIA,https://drive.google.com/open?id=1aJwe52UdKRS_Dc0pn_uVIAwazJX14ErS,https://docs.google.com/presentation/d/1uY6CkrwKhhRNuOgA4wpc8irDYDCgONvB/edit?usp=sharing&ouid=114426413689815620648&rtpof=true&sd=true,https://slack.com/app_redirect?channel=C04CY0MB30R,p7-11-ou
